KEGG_ID,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,pathway_7,pathway_8,pathway_9,pathway_10
C02983,,,,,,,,,,
C02984,map00970,,,,,,,,,
C02985,map00051,map00520,map01100,,,,,,,
C02986,,,,,,,,,,
C02987,map00860,map00970,map01100,map01110,map01120,,,,,
C02988,map00970,,,,,,,,,
C02989,map00270,,,,,,,,,
C02990,map00071,map01212,,,,,,,,
C02991,map00051,map01120,,,,,,,,
C02992,map00970,,,,,,,,,
C02993,,,,,,,,,,
C02994,,,,,,,,,,
C02995,map00500,map02060,,,,,,,,
C02996,,,,,,,,,,
C02997,,,,,,,,,,
C02998,,,,,,,,,,
C02999,,,,,,,,,,
C03000,,,,,,,,,,
C03001,,,,,,,,,,
C03002,,,,,,,,,,
C03003,,,,,,,,,,
C03004,map00460,map01110,,,,,,,,
C03005,map01058,map01063,map01110,,,,,,,
C03007,,,,,,,,,,
C03010,,,,,,,,,,
C03011,,,,,,,,,,
C03012,map00624,map00626,map00980,map01100,map01120,map01220,map05204,,,
C03015,,,,,,,,,,
C03016,,,,,,,,,,
C03017,,,,,,,,,,
C03018,,,,,,,,,,
C03019,,,,,,,,,,
C03021,map00510,map01100,,,,,,,,
C03022,,,,,,,,,,
C03023,,,,,,,,,,
C03024,,,,,,,,,,
C03025,,,,,,,,,,
C03027,,,,,,,,,,
C03028,map00730,map01100,,,,,,,,
C03029,map00860,,,,,,,,,
C03030,,,,,,,,,,
C03031,,,,,,,,,,
C03032,,,,,,,,,,
C03033,,,,,,,,,,
C03034,,,,,,,,,,
C03035,map01040,map01212,,,,,,,,
C03036,,,,,,,,,,
C03037,,,,,,,,,,
C03039,,,,,,,,,,
C03040,,,,,,,,,,
C03042,,,,,,,,,,
C03043,,,,,,,,,,
C03044,map00650,,,,,,,,,
C03045,,,,,,,,,,
C03046,map00650,,,,,,,,,
C03047,,,,,,,,,,
C03049,,,,,,,,,,
C03050,,,,,,,,,,
C03051,,,,,,,,,,
C03052,,,,,,,,,,
C03056,,,,,,,,,,
C03057,map00624,map01120,,,,,,,,
C03058,map00650,,,,,,,,,
C03059,,,,,,,,,,
C03062,,,,,,,,,,
C03063,map00350,map01120,map01220,,,,,,,
C03064,map00053,,,,,,,,,
C03065,,,,,,,,,,
C03066,,,,,,,,,,
C03067,map00623,map01120,map01220,,,,,,,
C03068,,,,,,,,,,
C03069,map00280,map00281,map01100,,,,,,,
C03070,,,,,,,,,,
C03071,,,,,,,,,,
C03072,,,,,,,,,,
C03074,,,,,,,,,,
C03076,,,,,,,,,,
C03077,map00350,map00621,map01120,,,,,,,
C03078,map00330,,,,,,,,,
C03079,,,,,,,,,,
C03080,,,,,,,,,,
C03081,,,,,,,,,,
C03082,,,,,,,,,,
C03083,,,,,,,,,,
C03084,,,,,,,,,,
C03085,,,,,,,,,,
C03086,,,,,,,,,,
C03087,map00310,,,,,,,,,
C03088,,,,,,,,,,
C03089,,,,,,,,,,
C03090,map00230,map00250,map01100,map01110,map01130,,,,,
C03091,,,,,,,,,,
C03092,map00902,map01110,,,,,,,,
C03093,,,,,,,,,,
C03095,,,,,,,,,,
C03097,,,,,,,,,,
C03098,,,,,,,,,,
C03101,,,,,,,,,,
C03103,,,,,,,,,,
C03104,,,,,,,,,,
C03105,,,,,,,,,,
C03106,,,,,,,,,,
C03107,,,,,,,,,,
C03108,,,,,,,,,,
C03109,,,,,,,,,,
C03110,,,,,,,,,,
C03112,map00311,map01100,map01130,,,,,,,
C03113,,,,,,,,,,
C03114,map00740,map00860,map01100,,,,,,,
C03115,,,,,,,,,,
C03117,map00051,map00520,,,,,,,,
C03120,,,,,,,,,,
C03121,,,,,,,,,,
C03122,,,,,,,,,,
C03124,,,,,,,,,,
C03125,map00970,,,,,,,,,
C03126,,,,,,,,,,
C03127,map00970,,,,,,,,,
C03129,,,,,,,,,,
C03130,,,,,,,,,,
C03134,,,,,,,,,,
C03135,,,,,,,,,,
C03136,,,,,,,,,,
C03137,,,,,,,,,,
C03139,,,,,,,,,,
C03140,,,,,,,,,,
C03141,,,,,,,,,,
C03142,,,,,,,,,,
C03145,map00270,,,,,,,,,
C03146,,,,,,,,,,
C03147,,,,,,,,,,
C03148,,,,,,,,,,
C03149,map00430,,,,,,,,,
C03150,map00760,map01100,map04212,,,,,,,
C03151,,,,,,,,,,
C03152,,,,,,,,,,
C03153,,,,,,,,,,
C03154,,,,,,,,,,
C03156,,,,,,,,,,
C03157,,,,,,,,,,
C03160,map00130,map01100,map01110,,,,,,,
C03161,,,,,,,,,,
C03162,,,,,,,,,,
C03164,map00624,map01100,map01120,map01220,,,,,,
C03166,map00330,,,,,,,,,
C03167,map00440,map01100,map01120,map01130,,,,,,
C03168,,,,,,,,,,
C03169,,,,,,,,,,
C03170,map00480,map01100,,,,,,,,
C03172,,,,,,,,,,
C03173,,,,,,,,,,
C03174,,,,,,,,,,
C03175,,,,,,,,,,
C03176,,,,,,,,,,
C03177,,,,,,,,,,
C03178,,,,,,,,,,
C03179,map00860,,,,,,,,,
C03183,,,,,,,,,,
C03184,,,,,,,,,,
C03185,,,,,,,,,,
C03186,,,,,,,,,,
C03187,map00523,map01130,,,,,,,,
C03188,,,,,,,,,,
C03189,,,,,,,,,,
C03190,map00902,map01062,map01100,map01110,,,,,,
C03193,,,,,,,,,,
C03194,map00260,map00860,,,,,,,,
C03195,,,,,,,,,,
C03196,,,,,,,,,,
C03197,,,,,,,,,,
C03198,map00261,map00627,map01055,map01120,map01130,,,,,
C03199,,,,,,,,,,
C03200,,,,,,,,,,
C03201,map00565,map01100,,,,,,,,
C03203,map00624,map00626,map01100,map01120,map01220,,,,,
C03204,,,,,,,,,,
C03205,map00140,map01100,map04925,,,,,,,
C03206,map00253,map01057,map01130,,,,,,,
C03207,,,,,,,,,,
C03209,,,,,,,,,,
C03210,,,,,,,,,,
C03212,,,,,,,,,,
C03214,,,,,,,,,,
C03215,,,,,,,,,,
C03217,map00630,,,,,,,,,
C03218,,,,,,,,,,
C03219,map00460,map00966,map01110,map01210,,,,,,
C03220,map00909,map01110,,,,,,,,
C03221,map00062,map00071,map01100,map01212,,,,,,
C03223,map00624,map01120,map01220,,,,,,,
C03224,,,,,,,,,,
C03225,,,,,,,,,,
C03226,,,,,,,,,,
C03227,map00380,map01100,,,,,,,,
C03228,,,,,,,,,,
C03230,map00380,,,,,,,,,
C03231,map00280,map01100,,,,,,,,
C03232,map00260,map00680,map01100,map01120,map01130,map01200,map01230,,,
C03233,map00624,map01100,map01120,map01220,,,,,,
C03235,,,,,,,,,,
C03236,,,,,,,,,,
C03237,,,,,,,,,,
C03238,,,,,,,,,,
C03239,map00310,map00960,map01100,,,,,,,
C03240,map00522,map01130,,,,,,,,
C03241,map00930,,,,,,,,,
C03242,map00591,map01040,map01100,,,,,,,
C03243,,,,,,,,,,
C03245,,,,,,,,,,
C03246,,,,,,,,,,
C03248,map00620,,,,,,,,,
C03251,,,,,,,,,,
C03254,,,,,,,,,,
C03256,,,,,,,,,,
C03259,,,,,,,,,,
C03260,,,,,,,,,,
C03263,map00860,map01100,map01110,,,,,,,
C03264,,,,,,,,,,
C03267,map00051,,,,,,,,,
C03268,,,,,,,,,,
C03269,,,,,,,,,,
C03272,,,,,,,,,,
C03273,map00310,,,,,,,,,
C03274,,,,,,,,,,
C03277,map00340,,,,,,,,,
C03280,,,,,,,,,,
C03281,,,,,,,,,,
C03283,map00260,map01100,map01120,map01210,map01230,,,,,
C03284,map00280,,,,,,,,,
C03287,map00330,map00332,map01100,map01110,map01130,map01230,,,,
C03289,map00053,map01100,,,,,,,,
C03290,,,,,,,,,,
C03291,map00040,map00053,map01100,map01120,,,,,,
C03292,,,,,,,,,,
C03294,map00970,,,,,,,,,
C03296,map00330,map01100,,,,,,,,
C03297,,,,,,,,,,
C03298,,,,,,,,,,
C03299,,,,,,,,,,
C03300,map00908,map01110,,,,,,,,
C03302,,,,,,,,,,
C03303,,,,,,,,,,
C03305,,,,,,,,,,
C03306,,,,,,,,,,
C03309,map00901,map01100,map01110,,,,,,,
C03311,,,,,,,,,,
C03312,,,,,,,,,,
C03313,map00130,map01110,,,,,,,,
C03314,,,,,,,,,,
C03315,,,,,,,,,,
C03317,,,,,,,,,,
C03318,,,,,,,,,,
C03319,map00521,map00523,map00572,map01130,,,,,,
C03323,map00500,,,,,,,,,
C03325,map00960,map01100,map01110,,,,,,,
C03326,,,,,,,,,,
C03328,,,,,,,,,,
C03329,map00950,map01110,,,,,,,,
C03330,,,,,,,,,,
C03336,,,,,,,,,,
C03338,,,,,,,,,,
C03339,,,,,,,,,,
C03340,,,,,,,,,,
C03341,map00472,,,,,,,,,
C03342,,,,,,,,,,
C03343,,,,,,,,,,
C03344,map00280,map01100,map01110,map01130,,,,,,
C03345,map00280,map01100,map01110,map01130,,,,,,
C03347,,,,,,,,,,
C03348,,,,,,,,,,
C03349,,,,,,,,,,
C03351,map00623,map01120,map01220,,,,,,,
C03352,,,,,,,,,,
C03354,,,,,,,,,,
C03356,,,,,,,,,,
C03357,,,,,,,,,,
C03359,,,,,,,,,,
C03360,map00627,map01120,,,,,,,,
C03361,,,,,,,,,,
C03363,,,,,,,,,,
C03365,,,,,,,,,,
C03366,map00310,map01100,,,,,,,,
C03367,,,,,,,,,,
C03368,,,,,,,,,,
C03371,,,,,,,,,,
C03372,map00564,map00565,map01100,,,,,,,
C03373,map00230,map00730,map01100,map01110,map01130,,,,,
C03374,,,,,,,,,,
C03375,map00330,,,,,,,,,
C03378,,,,,,,,,,
C03383,map00052,map01100,,,,,,,,
C03384,,,,,,,,,,
C03387,,,,,,,,,,
C03391,,,,,,,,,,
C03392,,,,,,,,,,
C03393,map00750,map01100,,,,,,,,
C03394,,,,,,,,,,
C03395,,,,,,,,,,
C03400,,,,,,,,,,
C03401,,,,,,,,,,
C03402,map00970,,,,,,,,,
C03404,,,,,,,,,,
C03405,,,,,,,,,,
C03406,map00220,map00250,map01100,map01110,map01130,map01230,,,,
C03408,,,,,,,,,,
C03409,map00340,,,,,,,,,
C03410,map00520,,,,,,,,,
C03411,,,,,,,,,,
C03412,,,,,,,,,,
C03413,,,,,,,,,,
C03414,,,,,,,,,,
C03415,map00330,map01100,,,,,,,,
C03416,,,,,,,,,,
C03417,,,,,,,,,,
C03418,,,,,,,,,,
C03419,,,,,,,,,,
C03422,,,,,,,,,,
C03423,map00908,map01110,,,,,,,,
C03425,,,,,,,,,,
C03427,map00906,map01100,map01110,,,,,,,
C03428,map00100,map00906,map00909,map01100,map01110,map01130,,,,
C03429,,,,,,,,,,
C03431,,,,,,,,,,
C03433,,,,,,,,,,
C03434,map00361,map01100,map01120,,,,,,,
C03437,,,,,,,,,,
C03438,map01501,,,,,,,,,
C03440,map00330,,,,,,,,,
C03442,map00521,map01130,,,,,,,,
C03444,,,,,,,,,,
C03446,,,,,,,,,,
C03448,,,,,,,,,,
C03450,,,,,,,,,,
C03451,map00620,,,,,,,,,
C03453,map00362,map00380,map00621,map01100,map01120,map01220,,,,
C03454,map00565,map01100,,,,,,,,
C03455,map00830,,,,,,,,,
C03456,,,,,,,,,,
C03457,,,,,,,,,,
C03458,map00760,map01120,,,,,,,,
C03459,map00630,,,,,,,,,
C03460,map00280,map01100,,,,,,,,
C03461,map00900,map00909,map00981,map01130,,,,,,
C03462,,,,,,,,,,
C03463,,,,,,,,,,
C03465,,,,,,,,,,
C03466,,,,,,,,,,
C03467,,,,,,,,,,
C03470,map00901,map01060,map01063,map01100,map01110,,,,,
C03473,,,,,,,,,,
C03474,,,,,,,,,,
C03475,,,,,,,,,,
C03476,,,,,,,,,,
C03479,map00670,map01100,,,,,,,,
C03483,map00230,,,,,,,,,
C03485,,,,,,,,,,
C03486,,,,,,,,,,
C03491,,,,,,,,,,
C03492,map00410,map00770,map01100,,,,,,,
C03493,,,,,,,,,,
C03494,,,,,,,,,,
C03495,,,,,,,,,,
C03497,,,,,,,,,,
C03498,,,,,,,,,,
C03499,,,,,,,,,,
C03500,,,,,,,,,,
C03502,,,,,,,,,,
C03503,,,,,,,,,,
C03505,,,,,,,,,,
C03506,map00400,map00402,map00403,map01063,map01100,map01110,map01130,map01230,,
C03508,map00260,,,,,,,,,
C03509,,,,,,,,,,
C03510,,,,,,,,,,
C03511,map00970,,,,,,,,,
C03512,map00970,,,,,,,,,
C03514,,,,,,,,,,
C03515,map00944,,,,,,,,,
C03516,map00860,map01100,map01110,,,,,,,
C03517,,,,,,,,,,
C03518,,,,,,,,,,
C03519,map00360,,,,,,,,,
C03521,,,,,,,,,,
C03522,,,,,,,,,,
C03523,,,,,,,,,,
C03524,,,,,,,,,,
C03525,,,,,,,,,,
C03526,,,,,,,,,,
C03527,,,,,,,,,,
C03529,,,,,,,,,,
C03531,,,,,,,,,,
C03535,,,,,,,,,,
C03536,,,,,,,,,,
C03537,,,,,,,,,,
C03539,map00270,map01100,map01230,,,,,,,
C03541,map00790,,,,,,,,,
C03544,,,,,,,,,,
C03546,map00562,map01100,map04070,,,,,,,
C03547,map00071,,,,,,,,,
C03548,map00630,,,,,,,,,
C03557,map00440,map01100,map01120,map02010,,,,,,
C03561,,,,,,,,,,
C03564,map00330,map00472,,,,,,,,
C03565,,,,,,,,,,
C03566,,,,,,,,,,
C03567,map00943,map01110,,,,,,,,
C03568,,,,,,,,,,
C03569,map00621,map01100,map01120,map01220,,,,,,
C03570,,,,,,,,,,
C03571,,,,,,,,,,
C03572,map00361,map01120,,,,,,,,
C03573,,,,,,,,,,
C03574,map00380,,,,,,,,,
C03575,,,,,,,,,,
C03576,map00680,map01120,map01200,,,,,,,
C03577,map00590,,,,,,,,,
C03579,map00904,,,,,,,,,
C03580,,,,,,,,,,
C03582,,,,,,,,,,
C03584,,,,,,,,,,
C03585,map00361,map01120,,,,,,,,
C03586,map00362,map01100,map01120,map01220,,,,,,
C03587,,,,,,,,,,
C03588,,,,,,,,,,
C03589,map00360,map00362,map00621,map00622,map01100,map01120,map01220,,,
C03590,map00261,map00627,map01055,map01120,map01130,,,,,
C03591,,,,,,,,,,
C03592,,,,,,,,,,
C03594,map00120,map01100,,,,,,,,
C03595,map01040,map01212,,,,,,,,
C03597,,,,,,,,,,
C03598,map00520,,,,,,,,,
C03599,map00520,,,,,,,,,
C03600,,,,,,,,,,
C03601,,,,,,,,,,
C03604,,,,,,,,,,
C03606,,,,,,,,,,
C03611,map02010,,,,,,,,,
C03614,map00230,,,,,,,,,
C03617,,,,,,,,,,
C03618,map00630,map00660,map01100,map01120,map01200,,,,,
C03619,map02010,,,,,,,,,
C03620,,,,,,,,,,
C03621,map05204,,,,,,,,,
C03622,map05204,,,,,,,,,
C03623,,,,,,,,,,
C03624,,,,,,,,,,
C03625,,,,,,,,,,
C03626,,,,,,,,,,
C03629,,,,,,,,,,
C03630,,,,,,,,,,
C03631,,,,,,,,,,
C03632,,,,,,,,,,
C03633,,,,,,,,,,
C03634,,,,,,,,,,
C03635,,,,,,,,,,
C03636,,,,,,,,,,
C03637,,,,,,,,,,
C03638,,,,,,,,,,
C03640,map00600,,,,,,,,,
C03641,,,,,,,,,,
C03642,map04976,,,,,,,,,
C03643,,,,,,,,,,
C03645,,,,,,,,,,
C03646,map00480,,,,,,,,,
C03647,,,,,,,,,,
C03648,map00941,map01100,map01110,,,,,,,
C03649,,,,,,,,,,
C03651,,,,,,,,,,
C03652,map00760,map01120,,,,,,,,
C03654,,,,,,,,,,
C03656,map00310,,,,,,,,,
C03657,map00130,map01100,map01110,,,,,,,
C03658,,,,,,,,,,
C03659,map00562,,,,,,,,,
C03660,map00562,,,,,,,,,
C03661,,,,,,,,,,
C03662,,,,,,,,,,
C03663,,,,,,,,,,
C03664,map00361,map01120,map01220,,,,,,,
C03665,,,,,,,,,,
C03666,,,,,,,,,,
C03667,,,,,,,,,,
C03668,,,,,,,,,,
C03671,map00362,map00627,map01120,,,,,,,
C03672,map00130,map00350,map01110,,,,,,,
C03673,,,,,,,,,,
C03674,,,,,,,,,,
C03676,map00362,map01100,map01120,,,,,,,
C03677,map00901,map01063,map01100,map01110,,,,,,
C03678,,,,,,,,,,
C03679,,,,,,,,,,
C03680,map00340,map01100,,,,,,,,
C03681,map00140,,,,,,,,,
C03682,,,,,,,,,,
C03683,map00254,map01130,,,,,,,,
C03684,map00790,map01100,,,,,,,,
C03685,,,,,,,,,,
C03686,map00254,map01130,,,,,,,,
C03687,,,,,,,,,,
C03688,map00770,,,,,,,,,
C03690,,,,,,,,,,
C03691,map00520,,,,,,,,,
C03692,map00561,map01100,,,,,,,,
C03693,,,,,,,,,,
C03701,,,,,,,,,,
C03702,,,,,,,,,,
C03703,,,,,,,,,,
C03706,,,,,,,,,,
C03707,,,,,,,,,,
C03708,,,,,,,,,,
C03709,,,,,,,,,,
C03710,,,,,,,,,,
C03711,,,,,,,,,,
C03712,,,,,,,,,,
C03715,map00565,map01100,,,,,,,,
C03716,,,,,,,,,,
C03717,,,,,,,,,,
C03719,map00966,map01110,map01210,,,,,,,
C03721,,,,,,,,,,
C03722,map00380,map00410,map00760,map01060,map01064,map01100,,,,
C03723,,,,,,,,,,
C03724,map00365,map01120,,,,,,,,
C03725,,,,,,,,,,
C03726,,,,,,,,,,
C03727,,,,,,,,,,
C03730,,,,,,,,,,
C03731,,,,,,,,,,
C03733,map00052,map00520,,,,,,,,
C03734,,,,,,,,,,
C03735,,,,,,,,,,
C03736,,,,,,,,,,
C03737,,,,,,,,,,
C03738,,,,,,,,,,
C03739,map00930,map01120,,,,,,,,
C03740,map00480,map01100,,,,,,,,
C03741,map00860,map01100,map01110,map01120,,,,,,
C03742,map00460,map01110,,,,,,,,
C03743,,,,,,,,,,
C03747,map00140,,,,,,,,,
C03748,,,,,,,,,,
C03750,,,,,,,,,,
C03752,map00030,map01120,map02060,,,,,,,
C03753,,,,,,,,,,
C03754,,,,,,,,,,
C03755,,,,,,,,,,
C03757,,,,,,,,,,
C03758,map00350,map00950,map00965,map01060,map01063,map01100,map01110,map04024,map04080,map04540
C03761,,,,,,,,,,
C03762,,,,,,,,,,
C03764,,,,,,,,,,
C03765,map00350,map00950,map01060,map01063,map01110,,,,,
C03766,,,,,,,,,,
C03767,,,,,,,,,,
C03768,,,,,,,,,,
C03771,map00330,map00472,map01100,,,,,,,
C03772,map00140,,,,,,,,,
C03773,,,,,,,,,,
C03776,,,,,,,,,,
C03779,,,,,,,,,,
C03782,,,,,,,,,,
C03783,,,,,,,,,,
C03785,map00052,map01100,,,,,,,,
C03788,,,,,,,,,,
C03789,,,,,,,,,,
C03790,,,,,,,,,,
C03792,,,,,,,,,,
C03793,map00310,,,,,,,,,
C03794,map00230,map00250,map01100,,,,,,,
C03795,,,,,,,,,,
C03796,,,,,,,,,,
C03797,,,,,,,,,,
C03798,,,,,,,,,,
C03799,,,,,,,,,,
C03800,,,,,,,,,,
C03801,,,,,,,,,,
C03802,,,,,,,,,,
C03803,,,,,,,,,,
C03804,,,,,,,,,,
C03805,,,,,,,,,,
C03806,,,,,,,,,,
C03808,,,,,,,,,,
C03811,,,,,,,,,,
C03817,,,,,,,,,,
C03819,map00564,,,,,,,,,
C03820,map00565,map01100,,,,,,,,
C03822,,,,,,,,,,
C03823,,,,,,,,,,
C03824,map00380,map00627,map01100,map01120,,,,,,
C03826,map00040,,,,,,,,,
C03827,map00051,map01120,,,,,,,,
C03828,,,,,,,,,,
C03829,,,,,,,,,,
C03830,,,,,,,,,,
C03832,,,,,,,,,,
C03834,,,,,,,,,,
C03836,,,,,,,,,,
C03837,,,,,,,,,,
C03838,map00230,map01100,map01110,map01130,,,,,,
C03840,,,,,,,,,,
C03843,,,,,,,,,,
C03844,,,,,,,,,,
C03845,map00100,map01100,,,,,,,,
C03846,,,,,,,,,,
C03847,,,,,,,,,,
C03848,,,,,,,,,,
C03849,,,,,,,,,,
C03850,,,,,,,,,,
C03851,,,,,,,,,,
C03852,map00140,,,,,,,,,
C03853,,,,,,,,,,
C03855,,,,,,,,,,
C03858,,,,,,,,,,
C03859,,,,,,,,,,
C03860,,,,,,,,,,
C03861,,,,,,,,,,
C03862,map00510,map00515,map01100,,,,,,,
C03864,,,,,,,,,,
C03865,,,,,,,,,,
C03866,,,,,,,,,,
C03868,,,,,,,,,,
C03870,,,,,,,,,,
C03871,,,,,,,,,,
C03872,map00564,,,,,,,,,
C03873,,,,,,,,,,
C03874,,,,,,,,,,
C03875,,,,,,,,,,
C03878,,,,,,,,,,
C03879,,,,,,,,,,
C03880,,,,,,,,,,
C03881,,,,,,,,,,
C03882,map00960,map01064,,,,,,,,
C03884,,,,,,,,,,
C03885,map00130,map01110,,,,,,,,
C03886,,,,,,,,,,
C03887,,,,,,,,,,
C03888,,,,,,,,,,
C03889,,,,,,,,,,
C03890,,,,,,,,,,
C03892,map00564,map01100,,,,,,,,
C03893,,,,,,,,,,
C03894,,,,,,,,,,
C03895,,,,,,,,,,
C03897,map00944,,,,,,,,,
C03898,map00944,,,,,,,,,
C03899,,,,,,,,,,
C03900,,,,,,,,,,
C03901,,,,,,,,,,
C03904,,,,,,,,,,
C03905,,,,,,,,,,
C03906,map00520,map01100,,,,,,,,
C03910,,,,,,,,,,
C03912,map00250,map00330,map00332,map01100,map01110,map01130,map01230,,,
C03916,,,,,,,,,,
C03917,map00140,map05200,map05215,,,,,,,
C03918,map00361,map01120,,,,,,,,
C03920,map00680,map00920,map01100,map01120,map01200,,,,,
C03921,map00053,,,,,,,,,
C03922,,,,,,,,,,
C03924,,,,,,,,,,
C03925,map00364,map01120,,,,,,,,
C03926,,,,,,,,,,
C03927,,,,,,,,,,
C03928,,,,,,,,,,
C03929,,,,,,,,,,
C03930,,,,,,,,,,
C03933,map00471,,,,,,,,,
C03935,map00140,,,,,,,,,
C03939,map00061,map01100,map01212,,,,,,,
C03941,,,,,,,,,,
C03942,,,,,,,,,,
C03943,map00472,,,,,,,,,
C03944,map00254,map01130,,,,,,,,
C03946,,,,,,,,,,
C03947,,,,,,,,,,
C03948,,,,,,,,,,
C03951,map00944,,,,,,,,,
C03953,,,,,,,,,,
C03954,,,,,,,,,,
C03955,map00310,map01120,,,,,,,,
C03956,,,,,,,,,,
C03957,,,,,,,,,,
C03958,map04080,,,,,,,,,
C03959,,,,,,,,,,
C03961,,,,,,,,,,
C03962,,,,,,,,,,
C03963,,,,,,,,,,
C03964,,,,,,,,,,
C03968,map00565,map01100,,,,,,,,
C03969,,,,,,,,,,
C03972,,,,,,,,,,
C03974,map00564,map01110,,,,,,,,
C03975,,,,,,,,,,
C03979,map00051,map01120,,,,,,,,
C03980,,,,,,,,,,
C03981,map00620,,,,,,,,,
C03982,,,,,,,,,,
C03983,,,,,,,,,,
C03985,,,,,,,,,,
C03986,,,,,,,,,,
C03987,,,,,,,,,,
C03989,,,,,,,,,,
C03990,map00121,map04976,,,,,,,,
C03993,map00130,,,,,,,,,
C03994,,,,,,,,,,
C03995,,,,,,,,,,
C03996,,,,,,,,,,
C03997,map00240,,,,,,,,,
C03998,,,,,,,,,,
C03999,,,,,,,,,,
C04000,,,,,,,,,,
C04001,,,,,,,,,,
C04002,,,,,,,,,,
C04006,map00521,map00562,map01100,map01130,map04070,,,,,
C04007,,,,,,,,,,
C04010,,,,,,,,,,
C04013,,,,,,,,,,
C04015,,,,,,,,,,
C04016,,,,,,,,,,
C04017,,,,,,,,,,
C04018,,,,,,,,,,
C04019,,,,,,,,,,
C04020,map00310,,,,,,,,,
C04021,,,,,,,,,,
C04022,map00920,,,,,,,,,
C04024,map00944,,,,,,,,,
C04025,,,,,,,,,,
C04026,,,,,,,,,,
C04030,,,,,,,,,,
C04031,,,,,,,,,,
C04033,,,,,,,,,,
C04034,,,,,,,,,,
C04036,,,,,,,,,,
C04037,map00520,,,,,,,,,
C04039,map00770,,,,,,,,,
C04042,map00140,,,,,,,,,
C04043,map00350,map00950,map01100,map01110,,,,,,
C04044,map00360,map01120,map01220,,,,,,,
C04045,map00350,,,,,,,,,
C04046,map00561,map01100,,,,,,,,
C04047,,,,,,,,,,
C04049,,,,,,,,,,
C04050,,,,,,,,,,
C04051,map00230,,,,,,,,,
C04052,map00350,map01120,map01220,,,,,,,
C04053,map00040,,,,,,,,,
C04054,,,,,,,,,,
C04056,map00591,,,,,,,,,
C04058,,,,,,,,,,
C04061,,,,,,,,,,
C04062,map00562,map04070,,,,,,,,
C04063,map00562,map01100,map04070,,,,,,,
C04064,,,,,,,,,,
C04067,,,,,,,,,,
C04068,,,,,,,,,,
C04069,,,,,,,,,,
C04070,,,,,,,,,,
C04071,,,,,,,,,,
C04072,,,,,,,,,,
C04073,,,,,,,,,,
C04074,,,,,,,,,,
C04075,,,,,,,,,,
C04076,,,,,,,,,,
C04078,,,,,,,,,,
C04079,map00770,,,,,,,,,
C04080,,,,,,,,,,
C04081,,,,,,,,,,
C04083,map00908,map01110,map04075,,,,,,,
C04084,,,,,,,,,,
C04087,,,,,,,,,,
C04088,map00061,map01040,map01212,,,,,,,
C04089,map00520,,,,,,,,,
C04090,,,,,,,,,,
C04091,map00361,map00362,map01120,map01220,,,,,,
C04092,map00310,map00960,map01100,,,,,,,
C04093,,,,,,,,,,
C04097,,,,,,,,,,
C04098,,,,,,,,,,
C04099,,,,,,,,,,
C04100,,,,,,,,,,
C04101,,,,,,,,,,
C04102,,,,,,,,,,
C04103,,,,,,,,,,
C04104,,,,,,,,,,
C04105,,,,,,,,,,
C04106,map00750,,,,,,,,,
C04108,,,,,,,,,,
C04109,,,,,,,,,,
C04110,,,,,,,,,,
C04111,,,,,,,,,,
C04112,map00623,map01120,map01220,,,,,,,
C04114,map02010,,,,,,,,,
C04115,map00362,map01120,,,,,,,,
C04116,,,,,,,,,,
C04117,,,,,,,,,,
C04118,map00950,map01063,map01110,,,,,,,
C04121,map00540,map01100,,,,,,,,
C04122,map00860,,,,,,,,,
C04125,,,,,,,,,,
C04126,,,,,,,,,,
C04128,,,,,,,,,,
C04130,,,,,,,,,,
C04131,,,,,,,,,,
C04132,,,,,,,,,,
C04133,map00220,map01100,map01110,map01130,map01210,map01230,,,,
C04134,,,,,,,,,,
C04135,,,,,,,,,,
C04136,,,,,,,,,,
C04137,map00330,map02010,,,,,,,,
C04138,,,,,,,,,,
C04141,,,,,,,,,,
C04142,,,,,,,,,,
C04143,,,,,,,,,,
C04144,,,,,,,,,,
C04145,map00130,map00900,map01110,,,,,,,
C04146,map00130,map00900,map01110,,,,,,,
C04147,,,,,,,,,,
C04148,map00360,,,,,,,,,
C04149,,,,,,,,,,
C04150,map00571,,,,,,,,,
C04152,,,,,,,,,,
C04153,,,,,,,,,,
C04154,,,,,,,,,,
C04155,,,,,,,,,,
C04156,,,,,,,,,,
C04157,,,,,,,,,,
C04158,,,,,,,,,,
C04159,,,,,,,,,,
C04160,,,,,,,,,,
C04161,,,,,,,,,,
C04164,,,,,,,,,,
C04165,,,,,,,,,,
C04166,,,,,,,,,,
C04167,,,,,,,,,,
C04170,map00960,,,,,,,,,
C04171,map01053,map01110,map01130,,,,,,,
C04175,,,,,,,,,,
C04178,map00364,map01120,,,,,,,,
C04180,map00061,,,,,,,,,
C04181,map00290,map01110,map01130,map01210,,,,,,
C04185,map00350,map01100,,,,,,,,
C04186,map00350,map01120,map01220,,,,,,,
C04187,,,,,,,,,,
C04188,,,,,,,,,,
C04191,,,,,,,,,,
C04193,,,,,,,,,,
C04194,,,,,,,,,,
C04195,,,,,,,,,,
C04196,,,,,,,,,,
C04197,,,,,,,,,,
C04199,map00944,,,,,,,,,
C04201,,,,,,,,,,
C04202,,,,,,,,,,
C04203,,,,,,,,,,
C04204,,,,,,,,,,
C04205,,,,,,,,,,
C04207,,,,,,,,,,
C04208,,,,,,,,,,
C04209,,,,,,,,,,
C04210,,,,,,,,,,
