,X.1,X,CID,Inchikey,SID,KEGGID,Name,Name_1,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,Class
4460,7585,5255,9001,ISWQCIVKKSOKNN-UHFFFAOYSA-L,13341,C11159,Tiron,"1,2-Dihydroxybenzene-3,5-disulfonic acid disodium salt",,,,,,,Benzenoids
4461,7600,5273,5745,ITRJWOMZKQRYTA-RFZYENFJSA-N,10373,C08173,Cortisone acetate,Cortisyl,,,,,,,Lipids and lipid-like molecules
4462,7601,5274,11966206,ITRSBJZNLOYNNR-RMNRSTNRSA-N,5958,C03058,2-Hydroxyglutaryl-CoA,,map00650,,,,,,Lipids and lipid-like molecules
4463,7610,5286,11954149,IUFOPOQNYKRRML-FQQAFBJJSA-N,17396290,C15293,"17beta-Hydroxyandrosta-4,9(11)-dien-3-one",9(11)-Dehydrotestosterone,,,,,,,Lipids and lipid-like molecules
4464,7620,5298,102029,IUNYGQONJQTULL-UFTZPVOZSA-N,17395670,C14671,11-Ketoandrosterone,"3alpha-Hydroxy-5alpha-androstane-11,17-dione",,,,,,,Lipids and lipid-like molecules
4465,7640,5323,441193,IVTMXOXVAHXCHI-ZCMDIHMWSA-N,9087,C06870,Carbidopa-levodopa,,,,,,,,Phenylpropanoids and polyketides
4466,7650,5334,379539,IWDFTRSGZDSLDE-UHFFFAOYSA-N,582790,C12400,19-Hydroxy-8-O-methyltetrangulol,,map01057,map01130,,,,,Phenylpropanoids and polyketides
4467,7659,5344,86278576,IWNWMTZIJPUDPV-MDQHZGBLSA-N,254741304,C20838,"3-[(3aS,4S,7aS)-7a-Methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl-CoA",HIP-CoA,map00984,map01100,map01120,,,,Lipids and lipid-like molecules
4468,7660,5345,5281465,IWNYNBDVMJGLFZ-IUJWRRDJSA-N,11640,C09449,Euponin,,,,,,,,Lipids and lipid-like molecules
4469,7670,5356,1786,IWZDYGHUSXWPPM-UHFFFAOYSA-N,8721,C06490,WIN VI,WIN 52035,,,,,,,Benzenoids
4470,7674,5362,5386591,IXELFRRANAOWSF-FNORWQNLSA-N,96023282,C16758,(E)-Ajoene,,,,,,,,Organosulfur compounds
4471,7680,5368,93362,IXJOSTZEBSTPAG-UHFFFAOYSA-N,124489420,C18746,Methasulfocarb,,,,,,,,Benzenoids
4472,7687,5377,71329,IXTMWRCNAAVVAI-UHFFFAOYSA-N,9953,C07751,Dofetilide,,,,,,,,Benzenoids
4473,7690,5382,23724747,IXVXIWLKOMVSFY-GOZPEMRWSA-N,47205721,C16423,Naringin chalcone,,,,,,,,Phenylpropanoids and polyketides
4474,7700,5393,5282415,IYGXEHDCSOYNKY-RZHHZEQLSA-N,583175,C12786,Dinoprost tromethamine,,,,,,,,Lipids and lipid-like molecules
4475,7701,5394,120698,IYGYMKDQCDOMRE-QZTJIDSGSA-N,11563,C09372,Capnoidine,(-)-Adlumidine,,,,,,,Alkaloids and derivatives
4476,7710,5403,441313,IYNMDWMQHSMDDE-MHXJNQAMSA-N,9909,C07707,Perindopril erbumine,,,,,,,,Organic acids and derivatives
4477,7716,5411,421,IZFHEQBZOYJLPK-UHFFFAOYSA-N,5225,C02147,Dihydrolipoate,Dihydrolipoic acid,,,,,,,Lipids and lipid-like molecules
4478,7730,5428,5460352,IZSRJDGCGRAUAR-MROZADKFSA-N,4301,C01062,5-Dehydro-D-gluconate,5-Dehydrogluconate,,,,,,,Organic acids and derivatives
4479,7731,5429,10707,IZUKQUVSCNEFMJ-UHFFFAOYSA-N,17395701,C14702,"1,2-Dinitrobenzene",o-Dinitrobenzene,,,,,,,Benzenoids
4480,7741,5442,119104,JAMQIUWGGBSIKZ-ZDUSSCGKSA-N,12611,C10426,1'-Acetoxychavicol acetate,,,,,,,,Benzenoids
4481,7750,5454,30859,JAZJVWLGNLCNDD-UHFFFAOYSA-N,124489642,C18970,Chlorthiophos,,,,,,,,Organic acids and derivatives
4482,7751,5455,441788,JBDMZGKDLMGOFR-KQSRGDCESA-N,10945,C08752,Bruceine D,,,,,,,,Lipids and lipid-like molecules
4483,7761,5466,11966164,JBMJJWIKMZYESJ-ZMHDXICWSA-N,6285,C03466,3-Methyl-vinylacetyl-CoA,,,,,,,,Lipids and lipid-like molecules
4484,7770,5476,5281990,JCAIWDXKLCEQEO-ATPOGHATSA-N,14063,C11901,Copalyl diphosphate,(+)-Copalyl diphosphate,map00904,map01062,map01100,map01110,,,Lipids and lipid-like molecules
4485,7775,5483,241544,JCEUDJXAQHPZGL-PLOWYNNNSA-N,17395907,C14909,"9alpha-Hydroxyandrosta-1,4-diene-3,17-dione",,map00984,map01100,map01120,,,,Lipids and lipid-like molecules
4486,7790,5501,32209,JCZCSQSSSAHDCB-UHFFFAOYSA-N,12513,C10327,Digiferrugineol,1-Hydroxy-2-hydroxymethylanthraquinone,,,,,,,Benzenoids
4487,7791,5503,102290074,JCZFNXYQGNLHDQ-JWXFUTCRSA-N,318172262,C21282,2-epi-Valiolone,"(2S,3S,4S,5S)-2,3,4,5-Tetrahydroxy-5-(hydroxymethyl)cyclohexan-1-one",,,,,,,Organic oxygen compounds
4488,7801,5515,107795,JDJSHLXEHWCLEP-SYHAXYEDSA-N,10700,C08507,Miserotoxin,,,,,,,,Organic oxygen compounds
4489,7810,5526,165007,JDTUMPKOJBQPKX-GBNDHIKLSA-N,7756,C05382,Sedoheptulose 7-phosphate,D-Sedoheptulose 7-phosphate,,,,,,,Organic oxygen compounds
4490,7820,5537,176947,JEFJREKVJYACNK-UHFFFAOYSA-N,6878,C04205,"N-(3,4-Dichlorophenyl)-malonamate",,,,,,,,Benzenoids
4491,7830,5548,24883459,JEQLRDRDFLXSHY-WCBMZHEXSA-N,124489755,C19083,"(1R,4S)-1-Hydroxy-2-oxolimonene",,map00903,,,,,,Lipids and lipid-like molecules
4492,7837,5556,159516,JFACETXYABVHFD-WXPPGMDDSA-N,10826,C08633,Pristimerin,,,,,,,,Lipids and lipid-like molecules
4493,7840,5559,5281204,JFDNMLUPLXZXGV-RKAGECJXSA-N,10751,C08558,Tuberonic acid glucoside,,,,,,,,Lipids and lipid-like molecules
4494,7850,5572,102515469,JFQLHYSXZPELNV-LNYIGJDBSA-N,350078280,C21703,"Stellata-2,6,19-triene",,,,,,,,Hydrocarbons
4495,7858,5582,90657822,JFYPCDSRMOHQMH-XWSJDDSLSA-N,295369336,C21074,"dTDP-3-N,N-dimethylamino-4-oxo-2,3,6-trideoxy-L-allose","dTDP-3-N,N-dimethylamino-4-keto-2,3,6-trideoxy-L-allose",map00523,map01130,,,,,"Nucleosides, nucleotides, and analogues"
4496,7860,5585,12305198,JGDCRWYOMWSTFC-AZGSIFHYSA-N,135626501,C20035,Arenobufagin,,,,,,,,Lipids and lipid-like molecules
4497,7869,5596,441694,JGPCLGHKWGCWNO-UHFFFAOYSA-O,10836,C08643,Hirsutidin,,,,,,,,Phenylpropanoids and polyketides
4498,7870,5597,245470,JGPUZUZZOULXJW-AVFZXLMHSA-N,17395980,C14982,"6beta,17-Dimethyl-5alpha-androstane-3beta,17beta-diol",,,,,,,,Lipids and lipid-like molecules
4499,7879,5608,183380,JGXCLZAVTLWCBF-LXGOIASLSA-N,172232252,C20503,1'-Hydroxyversicolorone,Hydroxyversicolorone,map00254,map01130,,,,,Benzenoids
4500,7900,5631,442942,JHXYFYGGFKMUPN-SOUXNPJUSA-N,12937,C10754,Argyrolobine,,,,,,,,Alkaloids and derivatives
4501,7905,5636,5281419,JIFOADIANOIMSK-UHFFFAOYSA-N,11466,C09275,Mammeisin,,,,,,,,Phenylpropanoids and polyketides
4502,7910,5642,65309,JINJZWSZQKHCIP-UFGQHTETSA-N,7181,C04580,"2-Deoxy-2,3-dehydro-N-acetylneuraminic acid",,,,,,,,Organic oxygen compounds
4503,7915,5648,5282285,JIVLVDABBQIAOL-RDUBIJJSSA-N,854109,C13864,1-O-(1Z-Tetradecenyl)-2-(9Z-octadecenoyl)-sn-glycerol,,,,,,,,Lipids and lipid-like molecules
4504,7920,5655,25202155,JJDSVOQKAOJVOK-LBPRGKRZSA-N,172232251,C20502,5'-Oxoaverantin,"1,3,6,8-Tetrahydroxy-2-[(1S)-1-hydroxy-5-oxohexyl]anthracene-9,10-dione",map00254,map01130,,,,,Benzenoids
4505,7930,5666,11315692,JJMKRPXUHIPSAW-ZOKJSSERSA-N,135626308,C19841,"4,4'-Diapo-zeta-carotene",,,,,,,,Lipids and lipid-like molecules
4506,7950,5689,3001028,JKKFKPJIXZFSSB-CBZIJGRNSA-N,5545,C02538,Estrone 3-sulfate,,map00140,map04976,,,,,Lipids and lipid-like molecules
4507,7953,5693,10352136,JKNVJVJEQNRUFL-XVMARJQXSA-N,315431338,C21249,Cetoniacytone B,,map00525,map01130,,,,,Organic oxygen compounds
4508,7960,5701,3037919,JKSKMVKDSOOOFA-UHFFFAOYSA-N,124489809,C19137,Bisthiosemi,,,,,,,,Organosulfur compounds
4509,7967,5709,439924,JLEBZPBDRKPWTD-TURQNECASA-O,6038,C03150,Nicotinamide-beta-riboside,N-Ribosylnicotinamide,map00760,map01100,map04212,,,,Organic oxygen compounds
4510,7970,5713,18781,JLIHUJWAXSZIHS-UHFFFAOYSA-N,124490121,C19449,3-Methylchrysene,,,,,,,,Benzenoids
4511,7990,5737,5280613,JLVSPVFPBBFMBE-HXSWCURESA-O,6422,C03640,Sphingosyl-phosphocholine,,map00600,,,,,,Lipids and lipid-like molecules
4512,8011,5761,11489675,JMKBTQYGOKJMBJ-ZQPPIKFSSA-N,312642088,C21119,Bacteriohopanetetrol,Tetrahydroxybacteriohopane,,,,,,,Lipids and lipid-like molecules
4513,8020,5772,24892764,JMVSBFJBMXQNJW-PSTDWBAXSA-N,96023785,C17435,"di-trans,poly-cis-Pentaprenyl diphosphate","ditrans,dicis-Pentaprenyl diphosphate",,,,,,,Lipids and lipid-like molecules
4514,8025,5778,5280803,JNAHTYWPEQLJRT-CQRLEKJLSA-N,7939,C05622,Malonylapiin,Apigenin 7-O-[beta-D-apiosyl-(1->2)-(6-malonyl-beta-D-glucoside)],map00944,,,,,,Phenylpropanoids and polyketides
4515,8030,5784,96852986,JNJQKAGQZLZEND-ZCFIWIBFSA-N,319902573,C21326,(R)-2-Aza-beta-tyrosine,,map01059,map01130,,,,,Organic acids and derivatives
4516,8038,5794,9119,JNTHRSHGARDABO-UHFFFAOYSA-N,124489846,C19174,"Dibenzo[a,l]pyrene","Dibenzo[def,p]chrysene",,,,,,,Benzenoids
4517,8040,5796,5280778,JNUUNUQHXIOFDA-JGKLHWIESA-N,7733,C05356,5(S)-HPETE,"5(S)-Hydroperoxy-6-trans-8,11,14-cis-eicosatetraenoic acid",map00590,map01100,map04726,map04913,map07034,,Lipids and lipid-like molecules
4518,8050,5807,440159,JOKIQGQOKXGHDV-UHFFFAOYSA-N,6633,C03901,Thiomorpholine 3-carboxylate,,,,,,,,Organic acids and derivatives
4519,8051,5808,60809,JOLJIIDDOBNFHW-UHFFFAOYSA-N,13931,C11767,Xanomeline,,,,,,,,Organic oxygen compounds
4520,8060,5819,439934,JOZGBZPOJJCPEP-XGNJAFTASA-N,6059,C03177,Streptamine phosphate,,,,,,,,Organic oxygen compounds
4521,8063,5823,46174041,JOZTVKXGCLUNKC-RMNYBWTPSA-N,96024255,C18035,"dTDP-3-methyl-4-oxo-2,6-dideoxy-D-glucose","dTDP-(2,6-dideoxy-3-C-methyl-alpha-D-threo-hexopyranos-4-ulos-1-yl) ester",map00523,map01130,,,,,"Nucleosides, nucleotides, and analogues"
4522,8070,5832,248790,JPIUWRVPCMVEFM-JCLYDMDCSA-N,17396187,C15190,"12alpha-Methylpregna-4,9(11)-diene-3,20-dione",,,,,,,,Lipids and lipid-like molecules
4523,8075,5838,6333,JPOXNPPZZKNXOV-UHFFFAOYSA-N,5634,C02661,Bromochloromethane,Methylene chlorobromide,,,,,,,Organohalogen compounds
4524,8080,5844,10012964,JPWHLNBWBPJJJN-PDTNFJSOSA-N,163311857,C17856,Atractylodinol,,,,,,,,Lipids and lipid-like molecules
4525,8090,5856,11471283,JQPDOKGAOXSRJD-SVEODPQUSA-N,103061408,C18226,"ent-Cassa-12,15-diene",,map00904,map01110,,,,,Lipids and lipid-like molecules
4526,8091,5858,12443127,JQRWWSPNQHLXDY-GVDBMIGSSA-N,135626593,C20133,Sugiresinol,Sequirin A,,,,,,,"Lignans, neolignans and related compounds"
4527,8100,5869,5281238,JRHJXXLCNATYLS-NGZWBNMCSA-N,10787,C08594,Flavoxanthin,,,,,,,,Lipids and lipid-like molecules
4528,8103,5873,90657345,JRJYBKLGPOKTLS-YXJLRHLOSA-N,328082938,C21395,"dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-D-glucose","dTDP-4-(methylamino)-2,3,4,6-tetradeoxy-alpha-D-erythro-hexopyranose",,,,,,,"Nucleosides, nucleotides, and analogues"
4529,8110,5882,3035008,JRZBEIPOZPNWID-KFZJALRRSA-N,124490260,C19588,Aflatoxin B1 diol,"Aflatoxin B1-2,3-dihydrodiol",map00980,,,,,,Phenylpropanoids and polyketides
4530,8118,5891,266,JSHMCUNOMIZJDJ-UHFFFAOYSA-N,5535,C02527,Butanoylphosphate,Butanoyl phosphate,map00650,map01100,,,,,Organic acids and derivatives
4531,8120,5894,440227,JSJJKZQTMZKNCS-VKHMYHEASA-N,6801,C04111,3-(Phosphoacetylamido)-L-alanine,,,,,,,,Organic acids and derivatives
4532,8140,5918,442277,JTPMXGZHRQYFTB-HNNXBMFYSA-N,11696,C09505,Broussin,7-Hydroxy-4'-methoxyflavan,,,,,,,Phenylpropanoids and polyketides
4533,8150,5931,443139,JUIXSAKXHQVSIM-UHFFFAOYSA-N,13527,C11352,"5,6-Dichloro-1,3-cyclohexadiene",,map00361,map01120,,,,,Organohalogen compounds
4534,8161,5944,6758,JUVIOZPCNVVQFO-HBGVWJBISA-N,9795,C07593,Rotenone,,map00943,map01061,map01110,map05012,,,Phenylpropanoids and polyketides
4535,8170,5956,5283344,JVJFIQYAHPMBBX-FNORWQNLSA-N,346930781,C21642,4-Hydroxynonenal,4-Hydroxy-2-nonenal,map05200,map05225,,,,,Lipids and lipid-like molecules
4536,8176,5963,441579,JVNVHIPXYJPRRV-UHFFFAOYSA-N,10703,C08510,Ruscopine,,,,,,,,Benzenoids
4537,8180,5968,439286,JVQYSWDUAOAHFM-BYPYZUCNSA-N,3940,C00671,(S)-3-Methyl-2-oxopentanoic acid,(S)-3-Methyl-2-oxopentanoate,map00280,map00290,map00966,map01100,map01110,map01130,Organic acids and derivatives
4538,8190,5981,53297406,JWAZCKHSPQPXAH-PUUBMBOKSA-N,124489498,C18824,Landomycin J,,,,,,,,Benzenoids
4539,8200,5993,56928137,JWMGZDVPJPOYGL-HJIFLFLRSA-N,135626405,C19939,Pentalen-13-al,,map00909,map00999,map01130,,,,Lipids and lipid-like molecules
4540,8220,6018,442110,JXLYSJRDGCGARV-DVOOFMKJSA-N,11409,C09218,Leurosidine,Vinrosidine,,,,,,,Alkaloids and derivatives
4541,8221,6019,241903,JXLYSJRDGCGARV-XQKSVPLYSA-N,9410,C07201,Vinblastine,,map00901,map01063,map01110,map04976,,,Alkaloids and derivatives
4542,8233,6033,5281602,JXWAQRJFONLTSI-ASDZUOGYSA-N,12206,C10020,Apigenin 7-(6'-malonylglucoside),Apigenin 7-O-(6-malonyl-beta-D-glucoside),,,,,,,Phenylpropanoids and polyketides
4543,8240,6041,6719,JYGLAHSAISAEAL-UHFFFAOYSA-N,124489372,C18698,Diphenadione,,,,,,,,Benzenoids
4544,8250,6054,227841,JYSKGJQTRZNVIX-QMNUTNMBSA-N,17395885,C14887,"11alpha,17beta-Dihydroxy-17alpha-methylandrosta-1,4-dien-3-one",,,,,,,,Lipids and lipid-like molecules
4545,8260,6066,4488,JZFPYUNJRRFVQU-UHFFFAOYSA-N,586287,C13698,Niflumic acid,NFA,,,,,,,Benzenoids
4546,8261,6067,441537,JZFQZINWXSEVSO-JZYAIQKZSA-N,10623,C08428,(N-Sulfoindol-3-yl)methylglucosinolate,,,,,,,,Organic oxygen compounds
4547,8270,6078,5281905,JZQOJFLIJNRDHK-SXDPYWSBSA-N,13525,C11350,(+)-trans-alpha-Irone,,,,,,,,Lipids and lipid-like molecules
4548,8275,6085,440067,JZTPOMIFAFKKSK-UHFFFAOYSA-N,6412,C03629,O-Phosphorylhydroxylamine,O-Phosphonohydroxylamine,,,,,,,Homogeneous non-metal compounds
4549,8280,6091,440128,JZWRCHGIQIXEPB-TVIMKVIFSA-N,6558,C03811,alpha-D-Glucose 3-phosphate,,,,,,,,Organic oxygen compounds
4550,8290,6102,7845,KAKZBPTYRLMSJV-UHFFFAOYSA-N,47205746,C16450,"1,3-Butadiene",,,,,,,,Hydrocarbons
4551,8291,6103,5284154,KAOKDEFHEADBNL-BLLLHDCFSA-N,254741334,C20868,Cygnocholate,Cygnocholic acid,map00121,,,,,,Lipids and lipid-like molecules
4552,8300,6113,23724691,KAWQESUNKWSPBA-NMWBISKFSA-N,47205585,C16277,R.g.-Keto I,,map00906,,,,,,Lipids and lipid-like molecules
4553,8303,6117,179651,KBDSLGBFQAGHBE-MSGMIQHVSA-N,6323,C03514,Limonin,Evodin,,,,,,,Lipids and lipid-like molecules
4554,8310,6126,441792,KBORUIMKALHADL-DXKQOFSOSA-N,10951,C08758,Chaparrolide,,,,,,,,Lipids and lipid-like molecules
4555,8316,6134,8230,KBZOIRJILGZLEJ-UHFFFAOYSA-N,854003,C13662,Arg-vasopressin,Argipressin,map04080,map04270,,,,,Organic acids and derivatives
4556,8320,6138,652,KCEGBPIYGIWCDH-UHFFFAOYSA-N,4280,C01037,"7,8-Diaminononanoate","7,8-Diaminopelargonic acid",,,,,,,Lipids and lipid-like molecules
4557,8330,6151,441473,KCVXNPDAHDGXFD-YOVYLDAJSA-N,10542,C08345,Zierin,"Benzeneacetonitrile, alpha-(beta-D-glucopyranosyloxy)-3-hydroxy-, (S)",,,,,,,Organic oxygen compounds
4558,8331,6152,39836,KCWZGJVSDFYRIX-YFKPBYRVSA-N,6988,C04337,N(omega)-Nitro-L-arginine methyl ester,N(G)-Nitro-L-arginine methyl ester,,,,,,,Organic acids and derivatives
4559,8340,6163,123762,KDHHWXGBNUCREU-HOTGVXAUSA-N,7887,C05554,Aerobactin,,map00310,map01120,,,,,Organic acids and derivatives
4560,8343,6166,446598,KDLRVYVGXIQJDK-AWPVFWJPSA-N,9131,C06914,Clindamycin,,,,,,,,Organic acids and derivatives
4561,8350,6174,6558,KDSNLYIMUZNERS-UHFFFAOYSA-N,5738,C02787,2-Methylpropanamine,2-Methyl-1-propanamine,,,,,,,Organic nitrogen compounds
4562,8354,6179,7403,KDVYCTOWXSLNNI-UHFFFAOYSA-N,17395535,C14535,4-t-Butylbenzoic acid,p-tert-Butylbenzoic acid,,,,,,,Benzenoids
4563,8360,6186,1110,KDYFGRWQOYBRFD-UHFFFAOYSA-N,3344,C00042,Succinate,Succinic acid,map00020,map00190,map00250,map00350,map00360,map00361,Organic acids and derivatives
4564,8370,6198,73296,KEOITPILCOILGM-LLJOFIFVSA-N,11146,C08954,alpha-Hederin,,,,,,,,Lipids and lipid-like molecules
4565,8379,6209,12315525,KFALHTDSQSJCFC-LLICELPBSA-N,96023545,C17067,Siaresinol,Siaresinolic acid,,,,,,,Lipids and lipid-like molecules
4566,8390,6222,117898,KFMPVUGBZZOSGH-UHFFFAOYSA-N,12508,C10322,Cyperaquinone,"3-Methyl-6-prop-1-en-2-ylfuro[3,2-f][1]benzofuran-4,8-dione",,,,,,,Organic oxygen compounds
4567,8391,6223,440379,KFMQXGKSRXQOOG-KRWDZBQOSA-N,7147,C04541,N5-Dinitrophenyl-L-ornithine methyl ester,,,,,,,,Organic acids and derivatives
4568,8400,6234,5497143,KFWWCMJSYSSPSK-PAXLJYGASA-N,4133,C00877,Crotonoyl-CoA,Crotonyl-CoA,,,,,,,Lipids and lipid-like molecules
4569,8401,6235,441745,KFXVNXQXPRPLQA-CPIHIRBUSA-N,10889,C08696,Lycaconitine,,,,,,,,Lipids and lipid-like molecules
4570,8410,6246,5280733,KGIJOOYOSFUGPC-JGKLHWIESA-N,7367,C04805,5(S)-HETE,5-Hydroxyeicosatetraenoate,map00590,map04750,,,,,Lipids and lipid-like molecules
4571,8411,6247,5282314,KGJRSNOTKLROQM-QXMHVHEDSA-N,854189,C13946,2-Methoxy-6Z-hexadecenoic acid,2-Methoxy-6Z-hexadecenoate,,,,,,,Lipids and lipid-like molecules
4572,8423,6263,6438629,KGUMXGDKXYTTEY-FRCNGJHJSA-N,51091000,C16677,all-trans-4-Hydroxyretinoic acid,,map00830,map01100,,,,,Lipids and lipid-like molecules
4573,8430,6272,53297449,KHBXRZGALJGBPA-NQZOLGFYSA-N,124490266,C19595,"Aflatoxin B1-endo-8,9-epoxide",,map00980,,,,,,Phenylpropanoids and polyketides
4574,8436,6278,441925,KHPWSKNLAFECBO-NSMVKXLTSA-N,11141,C08949,Gypenoside XXV,,,,,,,,Lipids and lipid-like molecules
4575,8440,6284,11769495,KHVZXXWDPSCGEK-MGVQOFIGSA-N,254741403,C20941,L-Anticapsin,Anticapsin,map00999,map01130,,,,,Organic acids and derivatives
4576,8448,6294,54778,KIEDNEWSYUYDSN-UHFFFAOYSA-N,13277,C11095,Clomazone,FMC57020,,,,,,,Benzenoids
4577,8450,6296,619834,KIEVPIBIYKKJRJ-UHFFFAOYSA-N,254741338,C20872,3'-Methoxyflavone,,,,,,,,Phenylpropanoids and polyketides
4578,8460,6308,308072,KIMWOULVHFLJIU-UHFFFAOYSA-N,96023857,C17512,N-Methylanthranilamide,N-Methyl-2-aminobenzamide,,,,,,,Benzenoids
4579,8470,6321,232426,KJERLNHLVKUCEM-VMBOHXENSA-N,17396255,C15258,17beta-Hydroxy-2alpha-methylestr-4-en-3-one,2alpha-Methyl-19-nortestosterone,,,,,,,Lipids and lipid-like molecules
4580,8480,6333,11829464,KJQRLBXFCIICPR-NTSWFWBYSA-N,47205779,C16483,"4-Fluorocyclohexadiene-cis,cis-1,2-diol",,map00364,map01120,map01220,,,,Organic oxygen compounds
4581,8487,6342,66030,KJWMCPYEODZESQ-UHFFFAOYSA-N,7847055,C14245,4-Dodecylphenol,,,,,,,,Benzenoids
4582,8490,6345,161557,KJXSIXMJHKAJOD-LSDHHAIUSA-N,5833,C02906,Dihydromyricetin,Ampelopsin,map00941,map01110,,,,,Phenylpropanoids and polyketides
4583,8495,6352,54698175,KKBGNYHHEIAGOH-UHFFFAOYSA-N,124489370,C18696,Flocoumafen,,,,,,,,Benzenoids
4584,8500,6358,44182304,KKMAZNUSFFWQQY-UHFFFAOYSA-N,254741322,C20856,2-Hydroxy-5-methyl-1-naphthoate,,map01059,map01130,,,,,Benzenoids
4585,8504,6362,21729595,KKOXKGNSUHTUBV-HUUCEWRRSA-N,163312223,C20486,7-Epizingiberene,"(5R)-2-Methyl-5-[(2R)-6-methylhept-5-en-2-yl]cyclohexa-1,3-diene",,,,,,,Lipids and lipid-like molecules
4586,8510,6369,4212,KKZJGLLVHKMTCM-UHFFFAOYSA-N,13376,C11195,Mitoxantrone,,,,,,,,Benzenoids
4587,8516,6377,17434,KLGMSAOQDHLCOS-UHFFFAOYSA-N,124489335,C18661,Mecarbam,,,,,,,,Organic acids and derivatives
4588,8520,6382,73360,KLJOYDMUWKSYBP-YNBLHMCPSA-N,10729,C08536,Pretazettine,,,,,,,,Alkaloids and derivatives
4589,8529,6392,439978,KLURIVUFKOVPER-UHFFFAOYSA-N,6175,C03328,(R)-2-(n-Propyl)-malate,,,,,,,,Organic acids and derivatives
4590,8530,6393,440868,KLURIVUFKOVPER-ZETCQYMHSA-N,8268,C05994,2-Propylmalate,2-Propylmalic acid,map00620,,,,,,Organic acids and derivatives
4591,8540,6404,40473184,KMEJCSKJXSBBAN-QTNLNCNHSA-N,10040,C07838,D-glycero-beta-D-manno-Heptose 1-phosphate,,map00540,map01100,,,,,Organic oxygen compounds
4592,8541,6405,23724507,KMEJCSKJXSBBAN-ZUHYCWGWSA-N,135626346,C19880,D-glycero-alpha-D-manno-Heptose 1-phosphate,,map00540,,,,,,Organic oxygen compounds
4593,8550,6416,443155,KMPWYEUPVWOPIM-YNRGSOABSA-N,13553,C11379,Cinchonidine,"(8alpha,9R)-Cinchonan-9-ol",map01063,,,,,,Alkaloids and derivatives
4594,8551,6417,56927940,KMRGROLDAASNIW-JGFIGGHZSA-N,135626606,C20146,ent-2alpha-Hydroxyisokaurene,ent-Isokauren-2beta-ol,map00904,map01110,,,,,Lipids and lipid-like molecules
4595,8557,6425,24502,KMUONIBRACKNSN-UHFFFAOYSA-N,17396224,C15227,Potassium dichromate,,,,,,,,Mixed metal/non-metal compounds
4596,8568,6437,183009,KNPUXTWHFSLCDT-BBYIEOQPSA-N,124490274,C19605,4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide,NL-O-glucuronide,map00980,map05204,,,,,Lipids and lipid-like molecules
4597,8570,6441,439654,KNWVMRVOBAFFMH-HNNXBMFYSA-N,5188,C02106,(S)-Scoulerine,"(13aS)-5,8,13,13a-Tetrahydro-3,10-dimethoxy-6H-dibenzo[a,g]quinolizine-2,9-diol",map00950,map01063,map01100,map01110,,,Alkaloids and derivatives
4598,8580,6454,30086,KOPVBVBUIYTJBG-UHFFFAOYSA-N,124490143,C19471,7-Nitrobenz[a]anthracene,,,,,,,,Benzenoids
4599,8581,6455,54746,KORNTPPJEAJQIU-KJXAQDMKSA-N,10387,C08187,Cabergoline,,,,,,,,Alkaloids and derivatives
4600,8590,6465,9681,KPJZHOPZRAFDTN-ZRGWGRIASA-N,9408,C07199,Methysergide,,,,,,,,Alkaloids and derivatives
4601,8591,6466,160529,KPKGKOASFCAMGD-UHFFFAOYSA-N,12887,C10704,alpha-Kosin,,,,,,,,Benzenoids
4602,8600,6475,5280462,KPQMCAKZRXOZLB-KOIHBYQTSA-N,4893,C01760,"(6S,9R)-Vomifoliol","(6S,9R)-6-Hydroxy-3-oxo-alpha-ionol",,,,,,,Lipids and lipid-like molecules
4603,8604,6481,135440049,KPVVXTRWIKTJBS-DXBBTUNJSA-N,582784,C12394,Kinamycin D,,map01057,map01130,,,,,Benzenoids
4604,8610,6488,189457,KQDGTUWOPKXJII-UHFFFAOYSA-N,11189,C08997,Butyrylmallotochromene,"1-Butanone, 1-(6-((3-acetyl-2,4-dihydroxy-6-methoxy-5-methylphenyl)methyl)-5,7-dihydroxy-2,2-dimethyl-2H-1-benzopyran-8-yl)-",,,,,,,Organic oxygen compounds
4605,8619,6499,445344,KQMZYOXOBSXMII-CECATXLMSA-N,5048,C01944,Octanoyl-CoA,,map00062,map00071,map00405,map01100,map01130,map01212,Lipids and lipid-like molecules
4606,8620,6501,6590,KQNPFQTWMSNSAP-UHFFFAOYSA-N,5612,C02632,2-Methylpropanoate,2-Methylpropanoic acid,map01120,map01220,map04974,,,,Organic acids and derivatives
4607,8630,6513,238498,KQWWVLVLVYYYDT-UHFFFAOYSA-N,5886,C02975,Ethyl 3-oxohexanoate,Ethyl butyrylacetate,,,,,,,Organic acids and derivatives
4608,8631,6514,3085092,KQXDHUJYNAXLNZ-XQSDOZFQSA-N,47205016,C15690,Salinomycin,,,,,,,,Lipids and lipid-like molecules
4609,8640,6526,443184,KRCZYMFUWVJCLI-LPEHRKFASA-N,13590,C11416,"(1S,2R,4S)-Neo-dihydrocarveol",,map00903,,,,,,Lipids and lipid-like molecules
4610,8643,6529,443179,KRCZYMFUWVJCLI-UTLUCORTSA-N,13584,C11410,"(1R,2S,4S)- Neoiso-dihydrocarveol",,map00903,,,,,,Lipids and lipid-like molecules
